FRAMING RESULTS,,,,,,,
50,TN: 46 Framing: Verb:alerts,TN: 46 Framing: Verb:alerts,TN: 47 Framing: Verb:alerts,TN: 47 Framing: Verb:alerts,TN: 47 Framing: Verb:alerts,TN: 47 Framing: Verb:alerts,TN: 47 Framing: Verb:alerts
51,TN: 47 Framing: Verb:service,TN: 47 Framing: Verb:service,TN: 48 Framing: Verb:service,TN: 48 Framing: Verb:service,TN: 48 Framing: Verb:service,TN: 48 Framing: Verb:service,TN: 48 Framing: Verb:service
52,TN: 48 Framing: Verb:is,TN: 48 Framing: Verb:is,TN: 49 Framing: Verb:is,TN: 49 Framing: Verb:is,TN: 49 Framing: Verb:is,TN: 49 Framing: Verb:is,TN: 49 Framing: Verb:is
53,TN: 49 Framing: Verb:unsubscribe,TN: 49 Framing: Verb:unsubscribe,TN: 50 Framing: Verb:unsubscribe,TN: 50 Framing: Verb:unsubscribe,TN: 50 Framing: Verb:unsubscribe,TN: 50 Framing: Verb:unsubscribe,TN: 50 Framing: Verb:unsubscribe
54,TN: 50 Framing: Verb:receive,TN: 50 Framing: Verb:receive,TN: 51 Framing: Verb:receive,TN: 51 Framing: Verb:receive,TN: 51 Framing: Verb:receive,TN: 51 Framing: Verb:receive,TN: 51 Framing: Verb:receive
55,TN: 51 Framing: Verb:reply,TN: 51 Framing: Verb:reply,TN: 52 Framing: Verb:reply,TN: 52 Framing: Verb:reply,TN: 52 Framing: Verb:reply,TN: 52 Framing: Verb:reply,TN: 52 Framing: Verb:reply
56,TN: 52 Framing: Verb:thank,TN: 52 Framing: Verb:thank,TN: 53 Framing: Verb:thank,TN: 53 Framing: Verb:thank,TN: 53 Framing: Verb:thank,TN: 53 Framing: Verb:thank,TN: 53 Framing: Verb:thank
57,TN: 53 Framing: Verb:med,TN: 53 Framing: Verb:med,TN: 54 Framing: Verb:med,TN: 54 Framing: Verb:med,TN: 54 Framing: Verb:med,TN: 54 Framing: Verb:med,TN: 54 Framing: Verb:med
58,TN: 54 Framing: Verb:larry,TN: 54 Framing: Verb:larry,TN: 55 Framing: Verb:larry,TN: 55 Framing: Verb:larry,TN: 55 Framing: Verb:larry,TN: 55 Framing: Verb:larry,TN: 55 Framing: Verb:larry
59,TN: 55 Framing: Verb:hope,TN: 55 Framing: Verb:hope,TN: 56 Framing: Verb:hope,TN: 56 Framing: Verb:hope,TN: 56 Framing: Verb:hope,TN: 56 Framing: Verb:hope,TN: 56 Framing: Verb:hope
60,FN: 3 Framing: Verb:enjoy,FP: 2 Framing:LOSE Verb:enjoy,FN: 1 Framing: Verb:enjoy,FN: 1 Framing: Verb:enjoy,FN: 1 Framing: Verb:enjoy,FN: 1 Framing: Verb:enjoy,FN: 1 Framing: Verb:enjoy
61,FP: 2 Framing:GAIN Verb:have,TN: 56 Framing: Verb:have,TN: 57 Framing: Verb:have,TN: 57 Framing: Verb:have,TN: 57 Framing: Verb:have,TN: 57 Framing: Verb:have,TN: 57 Framing: Verb:have
62,TN: 56 Framing: Verb:250,TN: 57 Framing: Verb:250,TN: 58 Framing: Verb:250,TN: 58 Framing: Verb:250,TN: 58 Framing: Verb:250,TN: 58 Framing: Verb:250,TN: 58 Framing: Verb:250
63,TN: 57 Framing: Verb:$,TN: 58 Framing: Verb:$,TN: 59 Framing: Verb:$,TN: 59 Framing: Verb:$,TN: 59 Framing: Verb:$,TN: 59 Framing: Verb:$,TN: 59 Framing: Verb:$
64,TN: 58 Framing: Verb:card,TN: 59 Framing: Verb:card,TN: 60 Framing: Verb:card,TN: 60 Framing: Verb:card,TN: 60 Framing: Verb:card,TN: 60 Framing: Verb:card,TN: 60 Framing: Verb:card
65,FP: 3 Framing:GAIN Verb:have,TN: 60 Framing: Verb:have,TN: 61 Framing: Verb:have,TN: 61 Framing: Verb:have,TN: 61 Framing: Verb:have,TN: 61 Framing: Verb:have,TN: 61 Framing: Verb:have
66,TN: 59 Framing: Verb:sign-up,TN: 61 Framing: Verb:sign-up,TN: 62 Framing: Verb:sign-up,TN: 62 Framing: Verb:sign-up,TN: 62 Framing: Verb:sign-up,TN: 62 Framing: Verb:sign-up,TN: 62 Framing: Verb:sign-up
67,TN: 60 Framing: Verb:redeem,TN: 62 Framing: Verb:redeem,TN: 63 Framing: Verb:redeem,TN: 63 Framing: Verb:redeem,TN: 63 Framing: Verb:redeem,TN: 63 Framing: Verb:redeem,TN: 63 Framing: Verb:redeem
68,TN: 61 Framing: Verb:code,TN: 63 Framing: Verb:code,TN: 64 Framing: Verb:code,TN: 64 Framing: Verb:code,TN: 64 Framing: Verb:code,TN: 64 Framing: Verb:code,TN: 64 Framing: Verb:code
69,TN: 62 Framing: Verb:8jdk-dfs46w4vs3-54418,TN: 64 Framing: Verb:8jdk-dfs46w4vs3-54418,TN: 65 Framing: Verb:8jdk-dfs46w4vs3-54418,TN: 65 Framing: Verb:8jdk-dfs46w4vs3-54418,TN: 65 Framing: Verb:8jdk-dfs46w4vs3-54418,TN: 65 Framing: Verb:8jdk-dfs46w4vs3-54418,TN: 65 Framing: Verb:8jdk-dfs46w4vs3-54418
70,TN: 63 Framing: Verb:added,TN: 65 Framing: Verb:added,TN: 66 Framing: Verb:added,TN: 66 Framing: Verb:added,TN: 66 Framing: Verb:added,TN: 66 Framing: Verb:added,TN: 66 Framing: Verb:added
71,TN: 64 Framing: Verb:applied,TN: 66 Framing: Verb:applied,TN: 67 Framing: Verb:applied,TN: 67 Framing: Verb:applied,TN: 67 Framing: Verb:applied,TN: 67 Framing: Verb:applied,TN: 67 Framing: Verb:applied
72,TN: 65 Framing: Verb:be,TN: 67 Framing: Verb:be,TN: 68 Framing: Verb:be,TN: 68 Framing: Verb:be,TN: 68 Framing: Verb:be,TN: 68 Framing: Verb:be,TN: 68 Framing: Verb:be
73,TN: 66 Framing: Verb:be,TN: 68 Framing: Verb:be,TN: 69 Framing: Verb:be,TN: 69 Framing: Verb:be,TN: 69 Framing: Verb:be,TN: 69 Framing: Verb:be,TN: 69 Framing: Verb:be
74,TN: 67 Framing: Verb:used,TN: 69 Framing: Verb:used,TN: 70 Framing: Verb:used,TN: 70 Framing: Verb:used,TN: 70 Framing: Verb:used,TN: 70 Framing: Verb:used,TN: 70 Framing: Verb:used
75,FN: 4 Framing: Verb:buy,TP: 4 Framing:GAIN Verb:buy,TP: 4 Framing:GAIN Verb:buy,TP: 4 Framing:GAIN Verb:buy,TP: 4 Framing:GAIN Verb:buy,TP: 4 Framing:GAIN Verb:buy,TP: 4 Framing:GAIN Verb:buy
76,TN: 68 Framing: Verb:required,TN: 70 Framing: Verb:required,TN: 71 Framing: Verb:required,TN: 71 Framing: Verb:required,TN: 71 Framing: Verb:required,TN: 71 Framing: Verb:required,TN: 71 Framing: Verb:required
77,TN: 69 Framing: Verb:redeemed,TN: 71 Framing: Verb:redeemed,TN: 72 Framing: Verb:redeemed,TN: 72 Framing: Verb:redeemed,TN: 72 Framing: Verb:redeemed,TN: 72 Framing: Verb:redeemed,TN: 72 Framing: Verb:redeemed
78,TN: 70 Framing: Verb:applied,TN: 72 Framing: Verb:applied,TN: 73 Framing: Verb:applied,TN: 73 Framing: Verb:applied,TN: 73 Framing: Verb:applied,TN: 73 Framing: Verb:applied,TN: 73 Framing: Verb:applied
79,TN: 71 Framing: Verb:be,TN: 73 Framing: Verb:be,TN: 74 Framing: Verb:be,TN: 74 Framing: Verb:be,TN: 74 Framing: Verb:be,TN: 74 Framing: Verb:be,TN: 74 Framing: Verb:be
80,TN: 72 Framing: Verb:do,TN: 74 Framing: Verb:do,TN: 75 Framing: Verb:do,TN: 75 Framing: Verb:do,TN: 75 Framing: Verb:do,TN: 75 Framing: Verb:do,TN: 75 Framing: Verb:do
81,TN: 73 Framing: Verb:want,TN: 75 Framing: Verb:want,TN: 76 Framing: Verb:want,TN: 76 Framing: Verb:want,TN: 76 Framing: Verb:want,TN: 76 Framing: Verb:want,TN: 76 Framing: Verb:want
82,TN: 74 Framing: Verb:use,TN: 76 Framing: Verb:use,TN: 77 Framing: Verb:use,TN: 77 Framing: Verb:use,TN: 77 Framing: Verb:use,TN: 77 Framing: Verb:use,TN: 77 Framing: Verb:use
83,TN: 75 Framing: Verb:reference,TN: 77 Framing: Verb:reference,TN: 78 Framing: Verb:reference,TN: 78 Framing: Verb:reference,TN: 78 Framing: Verb:reference,TN: 78 Framing: Verb:reference,TN: 78 Framing: Verb:reference
84,TN: 76 Framing: Verb:experience,TN: 78 Framing: Verb:experience,TN: 79 Framing: Verb:experience,TN: 79 Framing: Verb:experience,TN: 79 Framing: Verb:experience,TN: 79 Framing: Verb:experience,TN: 79 Framing: Verb:experience
85,TN: 77 Framing: Verb:using,TN: 79 Framing: Verb:using,TN: 80 Framing: Verb:using,TN: 80 Framing: Verb:using,TN: 80 Framing: Verb:using,TN: 80 Framing: Verb:using,TN: 80 Framing: Verb:using
86,TN: 78 Framing: Verb:providing,TN: 80 Framing: Verb:providing,TN: 81 Framing: Verb:providing,TN: 81 Framing: Verb:providing,TN: 81 Framing: Verb:providing,TN: 81 Framing: Verb:providing,TN: 81 Framing: Verb:providing
87,TN: 79 Framing: Verb:following,TN: 81 Framing: Verb:following,TN: 82 Framing: Verb:following,TN: 82 Framing: Verb:following,TN: 82 Framing: Verb:following,TN: 82 Framing: Verb:following,TN: 82 Framing: Verb:following
88,TN: 80 Framing: Verb:number,TN: 82 Framing: Verb:number,TN: 83 Framing: Verb:number,TN: 83 Framing: Verb:number,TN: 83 Framing: Verb:number,TN: 83 Framing: Verb:number,TN: 83 Framing: Verb:number
89,TN: 81 Framing: Verb:number,TN: 83 Framing: Verb:number,TN: 84 Framing: Verb:number,TN: 84 Framing: Verb:number,TN: 84 Framing: Verb:number,TN: 84 Framing: Verb:number,TN: 84 Framing: Verb:number
90,TN: 82 Framing: Verb:548-84159224-845169,TN: 84 Framing: Verb:548-84159224-845169,TN: 85 Framing: Verb:548-84159224-845169,TN: 85 Framing: Verb:548-84159224-845169,TN: 85 Framing: Verb:548-84159224-845169,TN: 85 Framing: Verb:548-84159224-845169,TN: 85 Framing: Verb:548-84159224-845169
91,TN: 83 Framing: Verb:sold,TN: 85 Framing: Verb:sold,TN: 86 Framing: Verb:sold,TN: 86 Framing: Verb:sold,TN: 86 Framing: Verb:sold,TN: 86 Framing: Verb:sold,TN: 86 Framing: Verb:sold
92,TN: 84 Framing: Verb:terms,TN: 86 Framing: Verb:terms,TN: 87 Framing: Verb:terms,TN: 87 Framing: Verb:terms,TN: 87 Framing: Verb:terms,TN: 87 Framing: Verb:terms,TN: 87 Framing: Verb:terms
93,TN: 85 Framing: Verb:conditions,TN: 87 Framing: Verb:conditions,TN: 88 Framing: Verb:conditions,TN: 88 Framing: Verb:conditions,TN: 88 Framing: Verb:conditions,TN: 88 Framing: Verb:conditions,TN: 88 Framing: Verb:conditions
94,TN: 86 Framing: Verb:send,TN: 88 Framing: Verb:send,TN: 89 Framing: Verb:send,TN: 89 Framing: Verb:send,TN: 89 Framing: Verb:send,TN: 89 Framing: Verb:send,TN: 89 Framing: Verb:send
95,TN: 87 Framing: Verb:do,TN: 89 Framing: Verb:do,TN: 90 Framing: Verb:do,TN: 90 Framing: Verb:do,TN: 90 Framing: Verb:do,TN: 90 Framing: Verb:do,TN: 90 Framing: Verb:do
96,TP: 2 Framing:LOSE Verb:lose,FN: 1 Framing: Verb:lose,TP: 5 Framing:LOSE Verb:lose,TP: 5 Framing:LOSE Verb:lose,TP: 5 Framing:LOSE Verb:lose,TP: 5 Framing:LOSE Verb:lose,TP: 5 Framing:LOSE Verb:lose
97,FN: 5 Framing: Verb:won,TP: 5 Framing:GAIN Verb:won,TP: 6 Framing:GAIN Verb:won,TP: 6 Framing:GAIN Verb:won,TP: 6 Framing:GAIN Verb:won,TP: 6 Framing:GAIN Verb:won,TP: 6 Framing:GAIN Verb:won
98,FP: 4 Framing:GAIN Verb:have,TN: 90 Framing: Verb:have,TN: 91 Framing: Verb:have,TN: 91 Framing: Verb:have,TN: 91 Framing: Verb:have,TN: 91 Framing: Verb:have,TN: 91 Framing: Verb:have
99,TN: 88 Framing: Verb:respond,TN: 91 Framing: Verb:respond,TN: 92 Framing: Verb:respond,TN: 92 Framing: Verb:respond,TN: 92 Framing: Verb:respond,TN: 92 Framing: Verb:respond,TN: 92 Framing: Verb:respond
100,TN: 89 Framing: Verb:star,FP: 3 Framing:LOSE Verb:star,TN: 93 Framing: Verb:star,TN: 93 Framing: Verb:star,TN: 93 Framing: Verb:star,TN: 93 Framing: Verb:star,TN: 93 Framing: Verb:star
101,TN: 90 Framing: Verb:be,TN: 92 Framing: Verb:be,TN: 94 Framing: Verb:be,TN: 94 Framing: Verb:be,TN: 94 Framing: Verb:be,TN: 94 Framing: Verb:be,TN: 94 Framing: Verb:be
102,TN: 91 Framing: Verb:featured,TN: 93 Framing: Verb:featured,TN: 95 Framing: Verb:featured,TN: 95 Framing: Verb:featured,TN: 95 Framing: Verb:featured,TN: 95 Framing: Verb:featured,TN: 95 Framing: Verb:featured
103,FN: 6 Framing: Verb:win,TP: 6 Framing:GAIN Verb:win,TP: 7 Framing:GAIN Verb:win,TP: 7 Framing:GAIN Verb:win,TP: 7 Framing:GAIN Verb:win,TP: 7 Framing:GAIN Verb:win,TP: 7 Framing:GAIN Verb:win
104,TN: 92 Framing: Verb:pets,TN: 94 Framing: Verb:pets,TN: 96 Framing: Verb:pets,TN: 96 Framing: Verb:pets,TN: 96 Framing: Verb:pets,TN: 96 Framing: Verb:pets,TN: 96 Framing: Verb:pets
105,TN: 93 Framing: Verb:brought,TN: 95 Framing: Verb:brought,TN: 97 Framing: Verb:brought,TN: 97 Framing: Verb:brought,TN: 97 Framing: Verb:brought,TN: 97 Framing: Verb:brought,TN: 97 Framing: Verb:brought
106,TN: 94 Framing: Verb:is,TN: 96 Framing: Verb:is,TN: 98 Framing: Verb:is,TN: 98 Framing: Verb:is,TN: 98 Framing: Verb:is,TN: 98 Framing: Verb:is,TN: 98 Framing: Verb:is
